occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,energy
1,0,1,1,0,1,0,1,1,0,1,1,1.4496420363e+00,0.0000000000e+00,7.5272174588e-01,4.8467308051e-01,0.0000000000e+00,2.5602227489e-01,0.0000000000e+00,7.0323234107e-01,9.7225889441e-01,0.0000000000e+00,1.4631618761e+00,1.2621109954e+00,1.8754553540e+00,0.0000000000e+00,3.0034286341e+00,6.2829966118e+00,0.0000000000e+00,3.1726561402e+00,0.0000000000e+00,5.7995887848e+00,5.8784160560e-01,0.0000000000e+00,3.6923482820e+00,3.4311456207e-01,-9.3324125723e-01
